监测时间,SO2监测浓度(μg/m3),NO2监测浓度(μg/m3),PM10监测浓度(μg/m3),PM2.5监测浓度(μg/m3),O3监测浓度(μg/m3),CO监测浓度(mg/m3),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m2）
2021-05-31 09:00:00,6.0,18.0,34.0,12.0,54.0,0.6,31.4,72.0,1002.5,2.1,232.5,0.863674,405.216
2021-05-31 10:00:00,6.0,14.0,34.0,12.0,71.0,0.5,32.3,67.0,1002.5,2.2,230.3,0.99996,407.681
2021-05-31 11:00:00,4.0,16.0,34.0,12.0,71.0,0.4,33.0,63.0,1002.1,2.2,233.2,0.878886,408.973
2021-05-31 12:00:00,4.0,16.0,34.0,7.0,95.0,0.4,34.0,60.0,1001.6,2.4,232.2,0.819277,412.397
2021-05-31 13:00:00,4.0,10.0,34.0,9.0,109.0,0.5,34.2,61.0,1000.8,1.6,235.2,1.0,375.117
2021-05-31 14:00:00,4.0,10.0,35.0,17.0,94.0,0.5,34.2,62.0,1000.1,2.0,260.4,0.999709,420.982
2021-05-31 15:00:00,3.0,11.0,34.0,12.0,82.0,0.5,33.5,66.0,999.5,1.4,259.9,0.973391,422.105
2021-05-31 16:00:00,3.0,13.0,45.0,12.0,62.0,0.5,30.1,79.0,1000.0,1.9,309.5,0.805173,412.272
2021-05-31 17:00:00,3.0,8.0,9.0,7.0,65.0,0.4,25.6,93.0,1001.6,1.7,295.1,0.816693,411.109
2021-05-31 18:00:00,2.0,20.0,9.0,2.0,46.0,0.5,25.5,95.0,1002.9,1.7,49.0,0.834089,407.802
2021-05-31 19:00:00,3.0,33.0,1.0,2.0,32.0,0.5,25.5,96.0,1002.7,1.4,60.2,0.799616,417.356
2021-05-31 20:00:00,2.0,29.0,3.0,5.0,35.0,0.5,25.5,96.0,1003.6,1.0,57.4,0.847672,396.123
2021-05-31 21:00:00,3.0,32.0,5.0,2.0,30.0,0.5,25.4,95.0,1003.4,0.9,81.3,0.807286,420.138
2021-05-31 22:00:00,3.0,37.0,10.0,0.0,20.0,0.5,25.6,95.0,1003.5,0.7,347.9,0.896414,415.05
2021-05-31 23:00:00,3.0,40.0,10.0,2.0,11.0,0.6,25.9,95.0,1003.8,0.7,58.8,0.937493,419.877
2021-06-01 00:00:00,3.0,47.0,4.0,7.0,5.0,0.6,26.0,95.0,1003.4,1.0,52.3,0.729908,413.112
2021-06-01 01:00:00,3.0,43.0,20.0,5.0,6.0,0.5,25.9,95.0,1003.2,0.9,65.5,1.0,386.349
2021-06-01 02:00:00,3.0,49.0,17.0,7.0,1.0,0.6,26.1,94.0,1003.0,0.9,87.3,0.943989,419.156
2021-06-01 03:00:00,3.0,48.0,21.0,0.0,7.0,0.5,26.3,91.0,1002.7,1.2,112.5,0.81384,413.107
2021-06-01 04:00:00,2.0,49.0,15.0,9.0,4.0,0.5,26.1,92.0,1003.0,1.4,103.9,0.875143,414.952
2021-06-01 05:00:00,3.0,49.0,24.0,12.0,1.0,0.6,26.2,93.0,1002.8,1.2,96.5,0.875143,414.952
2021-06-01 06:00:00,3.0,31.0,20.0,9.0,15.0,0.5,26.8,92.0,1003.4,1.7,113.4,0.805927,416.319
2021-06-01 07:00:00,3.0,16.0,4.0,7.0,31.0,0.5,27.7,86.0,1004.2,1.4,118.6,0.839949,418.035
2021-06-01 08:00:00,3.0,16.0,8.0,2.0,36.0,0.5,28.8,81.0,1004.3,1.6,107.1,0.813328,418.306
2021-06-01 09:00:00,3.0,16.0,21.0,0.0,50.0,0.5,30.5,74.0,1004.6,1.7,137.1,0.831808,420.223
2021-06-01 10:00:00,3.0,15.0,22.0,0.0,68.0,0.5,31.5,70.0,1004.4,1.9,143.4,0.793403,422.47
2021-06-01 11:00:00,3.0,12.0,40.0,2.0,88.0,0.5,31.9,71.0,1003.7,1.8,156.9,0.732796,383.923
2021-06-01 12:00:00,3.0,12.0,39.0,9.0,92.0,0.5,32.0,71.0,1003.2,1.8,108.4,0.759057,427.187
2021-06-01 13:00:00,3.0,12.0,31.0,9.0,63.0,0.4,29.3,76.0,1003.1,2.0,227.6,0.789483,422.662
2021-06-01 14:00:00,3.0,24.0,15.0,5.0,32.0,0.5,27.5,89.0,1003.2,1.0,100.2,0.809111,412.838
2021-06-01 15:00:00,3.0,31.0,10.0,0.0,24.0,0.5,27.7,90.0,1002.9,1.2,258.2,0.812945,405.455
2021-06-01 16:00:00,3.0,40.0,13.0,9.0,10.0,0.6,27.5,93.0,1003.4,0.8,71.3,0.873083,409.62
2021-06-01 17:00:00,2.0,45.0,8.0,9.0,6.0,0.6,26.8,94.0,1003.8,1.2,68.5,0.927809,409.244
2021-06-01 18:00:00,3.0,26.0,13.0,5.0,39.0,0.5,25.3,93.0,1005.4,2.0,308.6,0.953231,408.238
2021-06-01 19:00:00,2.0,19.0,13.0,2.0,49.0,0.4,24.3,94.0,1005.0,1.0,117.1,0.980007,404.373
2021-06-01 20:00:00,2.0,25.0,4.0,0.0,39.0,0.4,24.4,94.0,1005.3,1.8,109.5,0.912964,404.461
2021-06-01 21:00:00,3.0,24.0,8.0,0.0,38.0,0.4,24.5,94.0,1005.2,1.3,115.2,0.924911,401.739
2021-06-01 22:00:00,3.0,22.0,10.0,0.0,37.0,0.5,24.6,95.0,1005.7,0.9,69.7,0.914871,400.082
2021-06-01 23:00:00,3.0,22.0,10.0,0.0,33.0,0.5,24.7,95.0,1005.4,0.9,67.8,0.901771,398.914
2021-06-02 00:00:00,3.0,31.0,16.0,0.0,18.0,0.5,24.8,96.0,1004.7,0.5,33.2,0.924674,398.076
2021-06-02 01:00:00,3.0,37.0,18.0,2.0,10.0,0.5,24.9,96.0,1004.4,0.6,35.4,0.909537,398.467
2021-06-02 02:00:00,3.0,27.0,14.0,5.0,16.0,0.5,25.0,96.0,1004.0,0.5,47.2,0.931955,381.573
2021-06-02 03:00:00,2.0,28.0,13.0,7.0,16.0,0.5,25.0,96.0,1004.0,0.8,36.8,0.881411,397.902
2021-06-02 04:00:00,2.0,30.0,20.0,5.0,14.0,0.5,25.1,96.0,1004.1,0.7,69.6,0.975138,397.063
2021-06-02 05:00:00,2.0,34.0,13.0,5.0,6.0,0.5,25.2,96.0,1004.2,0.6,57.4,0.946874,395.759
2021-06-02 06:00:00,3.0,37.0,21.0,5.0,5.0,0.5,25.3,95.0,1004.7,0.9,67.5,0.946874,395.759
2021-06-02 07:00:00,3.0,38.0,18.0,5.0,8.0,0.6,26.0,92.0,1005.6,0.4,61.1,0.888078,395.414
2021-06-02 08:00:00,3.0,32.0,4.0,7.0,18.0,0.6,26.8,84.0,1005.9,0.7,95.0,0.935238,394.891
2021-06-02 09:00:00,4.0,36.0,19.0,5.0,29.0,0.7,27.8,79.0,1006.0,1.0,119.7,0.908891,394.101
2021-06-02 10:00:00,4.0,37.0,34.0,9.0,31.0,0.6,28.4,79.0,1006.0,1.3,94.3,0.853729,395.542
2021-06-02 11:00:00,4.0,38.0,38.0,9.0,44.0,0.6,29.3,77.0,1005.7,1.0,99.9,0.950253,397.512
2021-06-02 12:00:00,4.0,37.0,52.0,17.0,65.0,0.5,30.0,77.0,1005.0,1.3,61.4,0.910277,395.925
2021-06-02 13:00:00,3.0,33.0,63.0,17.0,58.0,0.5,30.0,82.0,1004.2,1.1,25.8,0.820697,398.523
2021-06-02 14:00:00,3.0,22.0,25.0,12.0,60.0,0.5,30.1,80.0,1003.4,1.6,96.4,0.833198,400.509
2021-06-02 15:00:00,2.0,28.0,39.0,12.0,47.0,0.5,29.6,84.0,1003.2,1.5,100.6,0.902237,404.448
2021-06-02 16:00:00,3.0,34.0,40.0,14.0,35.0,0.5,30.2,82.0,1003.5,0.9,91.3,0.919018,406.349
2021-06-02 17:00:00,3.0,21.0,22.0,12.0,34.0,0.5,31.0,74.0,1004.2,1.7,235.1,0.895421,407.209
2021-06-02 18:00:00,3.0,37.0,37.0,9.0,11.0,0.8,30.4,80.0,1004.7,0.7,307.6,0.834575,407.893
2021-06-02 19:00:00,3.0,21.0,29.0,14.0,37.0,0.5,27.4,84.0,1005.2,1.8,340.1,0.873674,405.756
2021-06-02 20:00:00,3.0,22.0,29.0,0.0,32.0,0.4,26.4,86.0,1005.0,0.9,38.8,0.860267,404.18
2021-06-02 21:00:00,2.0,24.0,5.0,0.0,26.0,0.5,26.3,88.0,1005.3,0.7,56.9,0.858533,405.297
2021-06-02 22:00:00,2.0,29.0,7.0,2.0,16.0,0.5,26.3,88.0,1005.1,0.8,84.4,0.847788,407.837
2021-06-02 23:00:00,3.0,46.0,16.0,2.0,0.0,0.6,26.5,90.0,1005.2,0.6,39.5,0.941114,411.38
2021-06-03 00:00:00,3.0,45.0,20.0,5.0,0.0,0.6,26.4,91.0,1005.1,0.9,49.1,0.768362,395.524
2021-06-03 01:00:00,2.0,45.0,22.0,5.0,0.0,0.5,26.2,90.0,1005.1,1.0,41.8,0.690949,362.082
2021-06-03 02:00:00,2.0,46.0,14.0,2.0,0.0,0.5,26.2,90.0,1004.7,0.6,53.6,0.654013,360.228
2021-06-03 03:00:00,3.0,44.0,27.0,5.0,0.0,0.6,26.4,90.0,1004.6,0.7,30.0,0.681364,397.53
2021-06-03 04:00:00,3.0,45.0,28.0,7.0,0.0,0.7,26.4,91.0,1004.5,0.7,52.7,0.734063,401.848
2021-06-03 05:00:00,4.0,41.0,41.0,12.0,0.0,0.8,26.6,92.0,1004.6,0.6,56.5,0.765091,401.612
2021-06-03 06:00:00,4.0,39.0,52.0,17.0,1.0,0.8,26.8,93.0,1005.0,0.8,45.4,0.677928,401.517
2021-06-03 07:00:00,5.0,42.0,51.0,22.0,3.0,0.9,27.9,91.0,1005.4,1.0,56.5,0.677928,401.517
2021-06-03 08:00:00,5.0,37.0,46.0,22.0,10.0,0.7,29.7,83.0,1005.4,1.1,85.6,0.583639,358.405
2021-06-03 09:00:00,5.0,16.0,34.0,17.0,43.0,0.5,31.1,73.0,1005.5,1.7,161.2,0.551353,361.543
2021-06-03 10:00:00,4.0,14.0,31.0,12.0,72.0,0.5,32.4,68.0,1005.5,1.7,157.2,0.451864,365.334
2021-06-03 11:00:00,4.0,14.0,36.0,9.0,94.0,0.5,33.0,65.0,1005.2,1.2,239.1,0.297483,369.782
2021-06-03 12:00:00,4.0,11.0,41.0,19.0,98.0,0.5,33.4,64.0,1004.7,1.5,117.0,0.212952,372.912
2021-06-03 13:00:00,3.0,12.0,42.0,14.0,86.0,0.4,32.4,71.0,1003.7,2.4,116.5,0.18033,374.106
2021-06-03 14:00:00,2.0,14.0,24.0,7.0,84.0,0.4,32.9,69.0,1002.7,2.0,118.6,0.171264,375.388
2021-06-03 15:00:00,3.0,16.0,36.0,7.0,76.0,0.4,32.7,69.0,1001.8,2.4,113.0,0.289541,376.313
2021-06-03 16:00:00,2.0,16.0,35.0,7.0,78.0,0.4,32.6,70.0,1001.3,1.8,132.2,0.374961,375.556
2021-06-03 17:00:00,3.0,13.0,28.0,12.0,87.0,0.5,33.2,66.0,1001.3,1.5,299.5,0.383928,373.595
2021-06-03 18:00:00,3.0,14.0,38.0,12.0,71.0,0.5,32.4,70.0,1001.3,1.5,289.1,0.555994,370.566
2021-06-03 19:00:00,3.0,14.0,32.0,12.0,49.0,0.5,31.3,73.0,1002.3,2.5,243.1,0.509178,368.443
2021-06-03 20:00:00,3.0,16.0,31.0,12.0,32.0,0.5,30.7,76.0,1003.2,1.8,258.6,0.975616,408.241
2021-06-03 21:00:00,4.0,15.0,23.0,12.0,28.0,0.5,30.2,79.0,1003.7,1.9,268.5,0.906014,404.489
2021-06-03 22:00:00,3.0,16.0,24.0,12.0,23.0,0.5,30.0,80.0,1004.2,1.4,251.6,0.892881,400.507
2021-06-03 23:00:00,3.0,16.0,21.0,9.0,26.0,0.5,29.9,80.0,1003.9,1.9,236.3,0.962065,400.435
2021-06-04 00:00:00,2.0,10.0,12.0,9.0,32.0,0.5,29.7,81.0,1003.3,1.9,231.7,0.908602,398.458
2021-06-04 01:00:00,2.0,11.0,19.0,7.0,28.0,0.5,29.5,83.0,1003.0,1.0,246.4,0.873187,394.446
2021-06-04 02:00:00,2.0,16.0,23.0,7.0,19.0,0.5,29.3,84.0,1002.8,0.8,246.5,0.90385,392.904
2021-06-04 03:00:00,3.0,18.0,19.0,5.0,17.0,0.5,29.2,84.0,1002.5,0.6,273.5,0.915871,396.197
2021-06-04 04:00:00,3.0,17.0,23.0,7.0,14.0,0.5,28.9,86.0,1002.6,0.2,307.2,0.972344,396.413
2021-06-04 05:00:00,2.0,13.0,22.0,12.0,21.0,0.5,28.9,85.0,1002.8,0.3,257.2,0.972344,396.413
2021-06-04 06:00:00,2.0,19.0,18.0,14.0,23.0,0.5,28.7,82.0,1003.0,0.8,8.8,0.981666,397.995
2021-06-04 07:00:00,3.0,32.0,12.0,7.0,29.0,0.6,28.3,80.0,1003.5,1.3,359.4,0.909227,400.671
2021-06-04 08:00:00,3.0,33.0,21.0,5.0,31.0,0.6,27.6,84.0,1003.8,1.8,22.2,0.848792,403.869
2021-06-04 09:00:00,3.0,35.0,28.0,5.0,29.0,0.6,27.8,84.0,1003.8,1.7,19.3,0.844308,396.88
2021-06-04 10:00:00,3.0,23.0,15.0,5.0,42.0,0.5,27.9,82.0,1004.0,1.8,333.6,0.757185,411.492
2021-06-04 11:00:00,2.0,39.0,26.0,2.0,20.0,0.6,25.7,92.0,1004.5,1.6,308.0,0.849449,413.637
2021-06-04 12:00:00,3.0,38.0,26.0,9.0,26.0,0.6,24.6,92.0,1004.2,1.5,323.2,0.884642,393.613
2021-06-04 13:00:00,2.0,32.0,16.0,12.0,38.0,0.6,24.5,88.0,1003.6,1.6,320.7,0.967716,423.008
2021-06-04 14:00:00,2.0,27.0,20.0,9.0,52.0,0.6,25.3,83.0,1003.3,1.6,317.6,0.7382,424.771
2021-06-04 15:00:00,3.0,26.0,23.0,7.0,67.0,0.6,26.1,78.0,1002.7,1.2,322.2,0.703823,424.171
2021-06-04 16:00:00,3.0,26.0,30.0,7.0,72.0,0.6,26.2,78.0,1002.0,1.6,357.4,0.772856,377.113
2021-06-04 17:00:00,3.0,25.0,30.0,7.0,72.0,0.6,25.9,78.0,1002.4,1.5,314.9,0.681172,404.024
2021-06-04 18:00:00,3.0,26.0,24.0,7.0,69.0,0.6,25.8,76.0,1003.1,1.5,307.9,0.750469,372.688
2021-06-04 19:00:00,4.0,30.0,28.0,9.0,54.0,0.7,25.5,77.0,1003.7,1.4,316.7,0.774693,408.608
2021-06-04 20:00:00,3.0,29.0,25.0,9.0,44.0,0.6,25.1,78.0,1003.8,1.5,327.3,0.650345,407.237
2021-06-04 21:00:00,4.0,25.0,30.0,9.0,43.0,0.6,24.8,78.0,1004.3,1.5,332.1,0.763559,405.33
2021-06-04 22:00:00,4.0,26.0,20.0,9.0,38.0,0.6,24.8,77.0,1004.9,1.4,329.0,0.724521,366.544
2021-06-04 23:00:00,4.0,27.0,28.0,17.0,36.0,0.6,24.8,76.0,1005.2,1.4,313.0,0.773408,365.144
2021-06-05 00:00:00,4.0,24.0,22.0,7.0,37.0,0.6,24.6,76.0,1004.7,1.5,328.7,0.771957,363.723
2021-06-05 01:00:00,5.0,26.0,18.0,7.0,34.0,0.6,24.3,76.0,1003.8,1.3,327.1,0.849288,405.06
2021-06-05 02:00:00,5.0,27.0,22.0,5.0,30.0,0.6,24.3,76.0,1003.5,1.1,311.1,0.845165,403.414
2021-06-05 03:00:00,5.0,28.0,23.0,7.0,29.0,0.6,24.2,75.0,1003.0,1.3,322.5,0.758431,396.607
2021-06-05 04:00:00,4.0,27.0,24.0,9.0,31.0,0.6,24.2,75.0,1003.2,1.2,321.6,0.776047,402.012
2021-06-05 05:00:00,4.0,25.0,24.0,7.0,32.0,0.6,24.2,74.0,1003.6,1.1,330.5,0.738337,355.18
2021-06-05 06:00:00,5.0,27.0,24.0,9.0,28.0,0.6,24.3,74.0,1003.7,1.4,330.1,0.738337,355.18
2021-06-05 07:00:00,5.0,33.0,31.0,9.0,24.0,0.6,24.4,74.0,1004.1,1.3,336.0,0.593964,356.627
2021-06-05 08:00:00,5.0,28.0,25.0,12.0,43.0,0.6,25.1,70.0,1004.4,1.6,1.2,0.467578,359.701
2021-06-05 09:00:00,5.0,23.0,25.0,7.0,58.0,0.6,26.3,64.0,1004.5,1.4,2.0,0.375185,363.495
2021-06-05 10:00:00,5.0,21.0,34.0,7.0,73.0,0.6,27.7,59.0,1004.4,1.5,351.0,0.23033,367.868
2021-06-05 11:00:00,5.0,20.0,48.0,7.0,96.0,0.5,28.2,57.0,1004.0,1.4,30.1,0.0852725,371.538
2021-06-05 12:00:00,5.0,20.0,34.0,7.0,120.0,0.5,28.4,56.0,1003.5,1.2,19.0,0.114519,373.189
2021-06-05 13:00:00,9.0,19.0,50.0,7.0,153.0,0.6,29.2,54.0,1003.0,1.2,345.0,0.186514,375.205
2021-06-05 14:00:00,8.0,16.0,44.0,12.0,167.0,0.5,29.7,52.0,1002.4,1.1,344.5,0.260051,375.548
2021-06-05 15:00:00,9.0,20.0,55.0,14.0,198.0,0.6,30.1,54.0,1001.9,1.1,302.8,0.377293,374.742
2021-06-05 16:00:00,9.0,25.0,55.0,22.0,200.0,0.6,29.8,57.0,1001.5,1.3,293.5,0.461061,372.401
2021-06-05 17:00:00,9.0,24.0,46.0,27.0,177.0,0.6,30.3,56.0,1001.0,0.9,281.3,0.521739,369.244
2021-06-05 18:00:00,10.0,30.0,46.0,22.0,173.0,0.6,29.6,60.0,1001.1,0.9,249.2,0.565396,366.549
2021-06-05 19:00:00,11.0,38.0,58.0,31.0,154.0,0.7,28.3,65.0,1001.6,0.9,260.6,0.540762,364.135
2021-06-05 20:00:00,11.0,51.0,60.0,39.0,102.0,0.8,27.6,69.0,1002.0,0.6,254.2,0.674279,363.502
2021-06-05 21:00:00,12.0,64.0,74.0,44.0,61.0,0.8,27.2,72.0,1002.5,0.6,257.3,0.729092,361.324
2021-06-05 22:00:00,10.0,54.0,65.0,39.0,58.0,0.8,26.9,74.0,1002.8,0.6,247.6,0.778813,360.662
2021-06-05 23:00:00,10.0,50.0,65.0,39.0,50.0,0.8,26.7,76.0,1003.1,0.8,261.1,0.776711,360.243
2021-06-06 00:00:00,10.0,60.0,55.0,34.0,23.0,0.8,26.4,78.0,1002.6,0.6,260.6,0.751527,359.7
2021-06-06 01:00:00,10.0,65.0,55.0,34.0,17.0,0.8,26.2,79.0,1002.4,0.6,257.2,0.689222,358.745
2021-06-06 02:00:00,10.0,59.0,58.0,34.0,21.0,0.8,26.1,80.0,1002.1,0.7,259.8,0.614952,357.918
2021-06-06 03:00:00,10.0,56.0,66.0,39.0,15.0,0.7,25.9,82.0,1002.0,0.8,251.0,0.454022,357.121
2021-06-06 04:00:00,10.0,45.0,66.0,36.0,18.0,0.7,25.6,83.0,1001.8,0.4,249.6,0.367825,356.296
2021-06-06 05:00:00,10.0,36.0,55.0,36.0,22.0,0.7,25.6,83.0,1002.1,0.4,227.3,0.34042,355.793
2021-06-06 06:00:00,10.0,47.0,49.0,31.0,11.0,0.8,26.3,81.0,1002.6,0.3,267.8,0.256364,358.044
2021-06-06 07:00:00,14.0,47.0,54.0,34.0,27.0,0.8,28.2,73.0,1003.0,0.5,295.3,0.256364,358.044
2021-06-06 08:00:00,20.0,42.0,64.0,34.0,43.0,0.7,29.0,68.0,1003.4,0.9,323.7,0.157387,362.26
2021-06-06 09:00:00,24.0,44.0,65.0,39.0,62.0,0.7,30.0,65.0,1003.7,1.2,336.0,0.099011,366.889
2021-06-06 10:00:00,21.0,36.0,72.0,36.0,119.0,0.7,30.5,61.0,1003.4,1.4,23.1,0.077718,371.223
2021-06-06 11:00:00,17.0,27.0,63.0,36.0,199.0,0.7,31.2,57.0,1003.2,1.5,21.2,0.0519593,375.708
2021-06-06 12:00:00,14.0,22.0,72.0,44.0,226.0,0.7,31.9,54.0,1002.7,1.6,15.2,0.0484054,379.368
2021-06-06 13:00:00,11.0,14.0,53.0,46.0,199.0,0.6,32.6,51.0,1002.0,1.2,37.2,0.0479074,380.621
2021-06-06 14:00:00,9.0,12.0,44.0,29.0,192.0,0.6,33.4,48.0,1001.4,1.2,44.5,0.0645585,382.298
2021-06-06 15:00:00,9.0,11.0,47.0,27.0,197.0,0.5,33.6,47.0,1000.9,1.4,44.3,0.0761998,382.528
2021-06-06 16:00:00,9.0,15.0,54.0,19.0,217.0,0.5,33.2,48.0,1000.7,1.4,59.8,0.10098,380.315
2021-06-06 17:00:00,9.0,14.0,54.0,24.0,232.0,0.5,33.0,47.0,1001.0,1.4,71.2,0.117529,377.288
2021-06-06 18:00:00,9.0,16.0,56.0,27.0,226.0,0.5,32.9,48.0,1001.6,0.6,81.2,0.100862,374.955
2021-06-06 19:00:00,9.0,18.0,52.0,27.0,203.0,0.6,32.0,52.0,1002.1,0.3,78.1,0.0873934,372.727
2021-06-06 20:00:00,8.0,26.0,47.0,27.0,178.0,0.7,31.0,59.0,1002.9,1.5,194.5,0.780309,365.447
2021-06-06 21:00:00,9.0,23.0,59.0,41.0,171.0,0.7,30.1,64.0,1003.4,1.4,90.6,0.811541,405.656
2021-06-06 22:00:00,8.0,18.0,80.0,39.0,199.0,0.7,29.2,68.0,1004.2,1.7,96.8,0.966624,406.622
2021-06-06 23:00:00,8.0,17.0,60.0,41.0,186.0,0.7,28.8,71.0,1004.4,1.5,105.7,0.837247,403.234
2021-06-07 00:00:00,8.0,15.0,42.0,44.0,161.0,0.7,28.6,73.0,1004.5,1.2,88.4,0.807424,401.982
2021-06-07 01:00:00,8.0,17.0,54.0,31.0,154.0,0.7,28.4,73.0,1004.2,1.0,104.3,0.612902,355.146
2021-06-07 02:00:00,8.0,20.0,67.0,39.0,130.0,0.7,27.9,76.0,1004.2,0.5,358.8,0.59927,353.765
2021-06-07 03:00:00,7.0,18.0,61.0,41.0,123.0,0.7,27.9,78.0,1004.4,0.8,95.5,0.601419,352.396
2021-06-07 04:00:00,8.0,12.0,42.0,36.0,112.0,0.6,27.9,79.0,1004.6,0.9,97.2,0.564133,352.892
2021-06-07 05:00:00,7.0,14.0,35.0,29.0,96.0,0.6,27.6,78.0,1004.9,0.9,92.3,0.564133,352.892
2021-06-07 06:00:00,7.0,26.0,36.0,17.0,72.0,0.6,27.5,80.0,1005.1,0.8,53.3,0.50991,355.667
2021-06-07 07:00:00,8.0,25.0,21.0,19.0,73.0,0.6,28.3,76.0,1005.3,1.4,71.6,0.462228,359.121
2021-06-07 08:00:00,8.0,24.0,30.0,24.0,86.0,0.6,29.0,71.0,1005.5,2.0,78.6,0.384568,362.905
2021-06-07 09:00:00,8.0,21.0,30.0,19.0,86.0,0.6,29.2,69.0,1006.2,1.8,105.2,0.341951,366.893
2021-06-07 10:00:00,8.0,16.0,30.0,29.0,86.0,0.6,29.9,66.0,1006.0,1.7,106.2,0.271277,371.142
2021-06-07 11:00:00,8.0,16.0,34.0,14.0,145.0,0.5,30.6,64.0,1006.1,1.3,66.4,0.249199,374.545
2021-06-07 12:00:00,8.0,15.0,33.0,14.0,169.0,0.5,31.2,61.0,1006.1,1.4,102.4,0.219395,376.14
2021-06-07 13:00:00,8.0,14.0,27.0,17.0,194.0,0.5,32.0,59.0,1005.4,1.4,93.5,0.198535,377.817
2021-06-07 14:00:00,8.0,14.0,36.0,19.0,196.0,0.5,32.8,55.0,1004.7,1.3,96.2,0.233871,377.809
2021-06-07 15:00:00,8.0,15.0,38.0,22.0,212.0,0.5,33.1,55.0,1004.0,1.4,68.3,0.367995,374.764
2021-06-07 16:00:00,8.0,17.0,48.0,22.0,228.0,0.5,32.8,56.0,1003.4,1.9,107.1,0.390192,369.841
2021-06-07 17:00:00,8.0,18.0,54.0,27.0,200.0,0.5,32.6,57.0,1003.2,1.6,108.6,0.559143,366.445
2021-06-07 18:00:00,8.0,22.0,50.0,19.0,177.0,0.5,31.9,62.0,1003.6,1.6,103.9,0.553342,365.547
2021-06-07 19:00:00,7.0,17.0,43.0,19.0,142.0,0.5,30.5,67.0,1004.6,2.4,116.6,0.542936,364.414
2021-06-07 20:00:00,8.0,17.0,28.0,14.0,118.0,0.5,29.7,72.0,1004.9,2.0,109.8,0.615022,361.732
2021-06-07 21:00:00,7.0,20.0,19.0,14.0,84.0,0.5,29.2,73.0,1005.4,1.8,98.5,0.598229,359.732
2021-06-07 22:00:00,8.0,29.0,19.0,17.0,62.0,0.5,28.9,74.0,1006.3,1.3,82.5,0.520777,357.881
2021-06-07 23:00:00,7.0,22.0,22.0,19.0,74.0,0.5,28.7,74.0,1006.7,1.5,96.9,0.47672,356.978
2021-06-08 00:00:00,7.0,20.0,21.0,14.0,71.0,0.5,28.4,75.0,1006.4,1.3,102.2,0.574661,355.906
2021-06-08 01:00:00,7.0,22.0,33.0,7.0,59.0,0.5,28.1,78.0,1006.2,1.1,85.2,0.516579,354.847
2021-06-08 02:00:00,8.0,29.0,29.0,14.0,43.0,0.5,27.7,81.0,1005.6,0.9,77.3,0.464138,353.601
2021-06-08 03:00:00,8.0,27.0,34.0,17.0,52.0,0.5,27.3,82.0,1005.2,0.8,78.5,0.411098,352.807
2021-06-08 04:00:00,8.0,34.0,34.0,19.0,42.0,0.5,27.0,84.0,1005.4,0.6,49.0,0.324245,352.925
2021-06-08 05:00:00,8.0,35.0,28.0,12.0,43.0,0.5,27.0,83.0,1005.9,0.8,69.3,0.292046,354.423
2021-06-08 06:00:00,7.0,47.0,28.0,14.0,28.0,0.6,27.4,81.0,1006.2,0.9,57.1,0.292046,354.423
2021-06-08 07:00:00,8.0,36.0,30.0,19.0,49.0,0.5,28.6,74.0,1006.6,1.7,65.7,0.236444,357.067
2021-06-08 08:00:00,8.0,23.0,39.0,17.0,70.0,0.5,29.3,71.0,1007.0,1.9,61.8,0.199972,361.157
2021-06-08 09:00:00,8.0,25.0,35.0,12.0,91.0,0.5,30.0,69.0,1007.3,1.5,65.6,0.162821,365.83
2021-06-08 10:00:00,8.0,22.0,43.0,19.0,136.0,0.5,30.7,66.0,1007.1,1.4,64.6,0.174505,371.373
2021-06-08 11:00:00,9.0,19.0,42.0,24.0,160.0,0.5,31.6,63.0,1006.8,1.2,49.2,0.148624,377.481
2021-06-08 12:00:00,8.0,16.0,45.0,19.0,178.0,0.5,31.8,62.0,1006.3,1.1,37.6,0.103661,377.923
2021-06-08 13:00:00,8.0,16.0,46.0,22.0,199.0,0.5,32.1,61.0,1005.7,1.2,86.0,0.108132,378.378
2021-06-08 14:00:00,8.0,16.0,47.0,22.0,207.0,0.5,32.6,58.0,1005.3,1.0,61.7,0.110949,378.995
2021-06-08 15:00:00,8.0,19.0,49.0,24.0,224.0,0.5,32.9,58.0,1004.5,1.2,70.0,0.0996455,377.738
2021-06-08 16:00:00,9.0,18.0,51.0,24.0,211.0,0.5,32.9,56.0,1003.9,1.4,96.1,0.104826,374.416
2021-06-08 17:00:00,9.0,19.0,52.0,24.0,226.0,0.5,32.8,57.0,1003.7,2.0,120.9,0.110378,370.715
2021-06-08 18:00:00,8.0,23.0,61.0,24.0,170.0,0.5,32.2,62.0,1004.1,1.6,99.5,0.0866842,367.517
2021-06-08 19:00:00,8.0,19.0,43.0,19.0,113.0,0.5,31.0,64.0,1004.7,1.7,112.8,0.0793023,365.849
2021-06-08 20:00:00,8.0,20.0,26.0,12.0,69.0,0.5,30.3,68.0,1005.7,1.7,102.0,0.0898305,367.609
2021-06-08 21:00:00,7.0,16.0,19.0,9.0,71.0,0.5,29.7,71.0,1006.4,1.6,89.2,0.092746,367.355
2021-06-08 22:00:00,7.0,16.0,23.0,9.0,65.0,0.5,29.2,76.0,1006.9,1.4,90.9,0.0890422,365.964
