监测时间,SO2监测浓度(μg/m³),NO2监测浓度(μg/m³),PM10监测浓度(μg/m³),PM2.5监测浓度(μg/m³),O3监测浓度(μg/m³),CO监测浓度(mg/m³),温度(℃),湿度(%),气压(MBar),风速(m/s),风向(°),云量,长波辐射（W/m²）
2021-4-20 19:00,7,60,101,61,134,0.8,23.8,68,1009.9,1.2,64.7,0.127608,353.159
2021-4-20 20:00,8,68,97,56,90,0.8,23.8,69,1010.6,0.9,67.9,0.432056,353.385
2021-4-20 21:00,8,82,100,61,52,0.8,23.6,69,1011.2,0.9,83.8,0.722217,359.783
2021-4-20 22:00,8,109,100,53,18,0.8,23.5,72,1011.7,0.9,78.4,0.906309,409.161
2021-4-20 23:00,7,35,80,53,73,0.5,23.8,72,1011.9,1.2,110.2,0.912228,403.668
2021-4-21 0:00,6,22,55,19,75,0.5,23.6,74,1011.9,1.3,114.3,0.273211,358.938
2021-4-21 1:00,6,31,57,19,56,0.5,23.4,75,1011.4,1.2,116.4,0.139113,361.356
2021-4-21 2:00,6,40,57,22,48,0.6,23.2,74,1011,1,100.1,0.139113,361.356
2021-4-21 3:00,6,59,55,24,24,0.6,22.8,76,1010.5,0.6,65,0.132723,366.401
2021-4-21 4:00,6,61,52,19,24,0.5,22.7,76,1010.4,0.6,55.5,0.08636,370.243
2021-4-21 5:00,6,63,57,22,21,0.5,22.5,78,1010.5,0.7,80,0.0700622,374.821
2021-4-21 6:00,6,31,46,19,69,0.4,22.9,74,1010.6,1.6,127,0.105004,379.65
2021-4-21 7:00,7,40,51,24,64,0.5,23.7,68,1011.2,1.2,92.8,0.0924506,386.788
2021-4-21 8:00,8,29,46,27,77,0.5,24.9,64,1011.9,1.2,98.9,0.0762296,392.378
2021-4-21 9:00,9,31,63,17,86,0.5,25.8,60,1012,1.6,87.5,0.0378131,400.852
2021-4-21 10:00,9,28,62,12,107,0.5,26.7,55,1012,1.4,98,0.0120245,405.029
2021-4-21 11:00,9,27,69,22,143,0.5,28,53,1011.3,1.4,122.1,0,400.964
2021-4-21 12:00,9,21,71,29,193,0.5,29.2,50,1010.5,1.5,244.2,0.105622,403.326
2021-4-21 13:00,8,21,88,29,240,0.6,30,51,1009.5,1.7,249.6,0.160863,396.587
2021-4-21 14:00,9,11,64,44,167,0.5,30.4,50,1008.6,2,244.8,0.266215,392.385
2021-4-21 15:00,9,14,65,19,173,0.5,29.5,53,1008,1.9,233.6,0.330019,350.231
2021-4-21 16:00,9,18,58,22,155,0.5,28.9,55,1007.7,1.6,241.2,0.311072,347.375
2021-4-21 17:00,6,21,62,24,124,0.5,27.8,60,1007.8,2.2,228.6,0.324629,345.64
2021-4-21 18:00,6,21,75,24,108,0.6,26.8,63,1008.2,1.5,293.4,0.297583,344.095
2021-4-21 19:00,6,23,69,22,96,0.5,25.9,65,1008.8,2.1,238,0.229783,342.501
2021-4-21 20:00,6,22,59,29,87,0.5,25.5,64,1009.2,1.7,240.7,0.21118,340.488
2021-4-21 21:00,6,23,56,24,86,0.5,25.1,64,1010,1.8,232,0.196514,339.041
2021-4-21 22:00,6,24,62,24,74,0.5,24.6,70,1010.4,1.2,240.9,0.273793,339.114
2021-4-21 23:00,6,34,76,27,54,0.5,24.2,73,1010.6,0.7,281.3,0.209551,341.79
2021-4-22 0:00,6,32,75,24,47,0.6,23.8,76,1010,0.7,28.3,0.209551,341.79
2021-4-22 1:00,6,34,68,24,44,0.6,23.5,78,1009.5,1,71.8,0.203169,346.3
2021-4-22 2:00,6,28,62,29,45,0.5,23,80,1009,0.5,40.3,0.283352,349.525
2021-4-22 3:00,5,46,64,24,19,0.5,22.6,83,1008.8,0.6,67.2,0.214002,353.831
2021-4-22 4:00,6,56,55,27,8,0.5,22.7,83,1008.8,0.4,79.7,0.0750924,359.214
2021-4-22 5:00,6,41,59,27,26,0.6,22.9,80,1009,0.7,306.1,0.0280949,364.284
2021-4-22 6:00,7,37,58,27,36,0.6,23.3,76,1009.2,1,246,0.0297361,363.897
2021-4-22 7:00,8,28,55,31,52,0.6,24.4,71,1009.8,1.2,115,0.0279471,367.163
2021-4-22 8:00,9,30,59,29,68,0.6,25.6,63,1010.2,1.2,136.7,0.0247368,368.676
2021-4-22 9:00,11,34,69,24,80,0.8,27.1,60,1010.6,1.1,234.3,0.0204682,373.15
2021-4-22 10:00,12,22,71,34,98,0.6,27.8,59,1010.4,1.4,235.3,0.0236979,365.744
2021-4-22 11:00,11,17,52,22,127,0.6,28.6,58,1009.7,1.4,242,0.0595292,364.129
2021-4-22 12:00,11,14,40,27,163,0.6,29.6,56,1008.9,1.6,253.4,0.0898198,359.648
2021-4-22 13:00,9,10,62,34,156,0.5,30,56,1007.8,1.5,261.9,0.173243,365.202
2021-4-22 14:00,7,11,62,24,163,0.5,30,57,1007,1.1,238.7,0.233929,369.255
2021-4-22 15:00,7,22,64,27,169,0.6,30.4,56,1006.1,0.8,93.1,0.24709,359.248
2021-4-22 16:00,7,18,65,31,170,0.6,31.3,54,1005.4,0.7,245.9,0.259851,357.968
2021-4-22 17:00,7,18,72,31,164,0.6,30.7,56,1005.1,1.2,230,0.211962,358.323
2021-4-22 18:00,6,25,63,39,138,0.6,29.8,59,1005.1,0.9,233.5,0.195375,362.012
2021-4-22 19:00,6,38,64,31,114,0.7,28.4,65,1005.4,1,93.6,0.434095,364.974
2021-4-22 20:00,6,43,82,34,65,0.8,27.6,70,1005.7,1.7,241.9,0.198145,367.35
2021-4-22 21:00,6,40,84,36,49,0.8,26.8,73,1006.3,1.6,237.2,0.158889,367.808
2021-4-22 22:00,8,40,63,34,42,0.8,26.3,74,1006.5,1.1,231.4,0.184126,364.557
2021-4-22 23:00,10,39,59,31,38,0.7,25.9,76,1006.6,0.8,255.4,0.185422,363.262
2021-4-23 0:00,9,33,55,29,39,0.6,25.4,78,1006.2,1.3,239.7,0.12954,365.396
2021-4-23 1:00,9,31,56,31,35,0.6,25.1,79,1005.7,1.1,251.6,0.12954,365.396
2021-4-23 2:00,7,35,61,27,26,0.6,24.6,82,1005.5,0.9,264.4,0.0793786,370.13
2021-4-23 3:00,8,26,52,29,32,0.6,24.3,82,1005.5,0.7,250.9,0.0533018,373.975
2021-4-23 4:00,7,20,43,24,34,0.5,24.1,83,1005.8,0.6,272.2,0.0231715,379.391
2021-4-23 5:00,6,31,39,19,19,0.6,24,84,1006.5,0.5,262,0.0178798,383.75
2021-4-23 6:00,6,40,47,24,10,0.6,24.2,84,1007.2,0.8,263.7,0.34,391.381
2021-4-23 7:00,6,34,44,27,25,0.7,25.6,78,1007.6,0.8,243.7,0,397.466
2021-4-23 8:00,11,30,47,27,33,0.8,27.9,70,1007.9,0.7,26.7,0,403.061
2021-4-23 9:00,14,28,69,31,61,0.9,29,66,1008.1,0.9,354.2,0,407.353
2021-4-23 10:00,15,33,73,34,88,0.7,30.5,61,1007.8,0.8,277.1,0.0205116,407.471
2021-4-23 11:00,13,22,75,39,138,0.7,30.6,60,1007.3,1,269.3,0.279447,404.634
2021-4-23 12:00,—,17,78,41,161,0.6,31.2,58,1006.4,1,320,0.210193,399.265
2021-4-23 13:00,10,15,78,41,—,0.6,32,55,1005.5,1.3,55.6,0.29601,397.289
2021-4-23 14:00,10,17,75,41,—,0.6,33,51,1004.4,1.2,109.5,0.346018,393.511
2021-4-23 15:00,10,21,90,41,229,0.7,33,51,1003.6,1.1,109.7,0.440556,390.771
2021-4-23 16:00,8,21,72,44,230,0.7,33.3,49,1002.9,1,103.8,0.425287,388.255
2021-4-23 17:00,7,22,64,51,225,0.7,33.4,48,1002.8,1.2,230.6,0.410371,386.875
2021-4-23 18:00,6,27,84,34,174,0.7,32,56,1002.9,1.2,297.9,0.426738,385.718
2021-4-23 19:00,6,25,71,44,112,0.8,30.5,63,1003.4,1.7,255.8,0.378597,383.421
2021-4-23 20:00,6,24,62,31,88,0.7,29.4,66,1004.5,2.1,252.8,0.299673,380.656
2021-4-23 21:00,7,23,46,29,72,0.6,28.8,66,1005.4,1.7,266.5,0.226778,379.458
2021-4-23 22:00,7,22,43,22,62,0.6,28.3,65,1006,1.7,263,0.207318,379.838
2021-4-23 23:00,7,25,53,27,40,0.6,27.5,70,1006.3,1.4,283.9,0.184896,378.164
2021-4-24 0:00,7,18,31,24,40,0.5,26.9,70,1006.6,0.9,349.6,0.185432,378.06
2021-4-24 1:00,5,17,25,19,39,0.5,26.5,72,1006.8,0.9,358.8,0.230609,379.427
2021-4-24 2:00,6,22,33,14,29,0.5,26,76,1007.1,1,91.7,0.230609,379.427
2021-4-24 3:00,5,14,36,17,37,0.5,25.8,78,1007.4,1.2,87.1,0.179839,380.842
2021-4-24 4:00,5,15,36,14,34,0.5,25.7,78,1007.6,1.1,109.8,0.122451,384.852
2021-4-24 5:00,5,14,33,14,34,0.5,25.4,79,1008.2,0.9,85.6,0.0431192,388.513
2021-4-24 6:00,5,13,26,12,36,0.5,25.5,80,1008.6,1.6,109,0.0420457,393.795
2021-4-24 7:00,5,14,32,7,41,0.5,26.2,78,1009.2,1.6,116,0.038618,399.124
2021-4-24 8:00,5,10,30,19,52,0.5,26.9,73,1009.7,1.9,114.1,0.0104204,404.824
2021-4-24 9:00,5,8,28,14,60,0.4,27.9,67,1009.9,2.4,121.3,0,407.149
2021-4-24 10:00,5,16,40,7,60,0.5,28.2,68,1010,2.2,113.6,0,411.481
2021-4-24 11:00,5,16,49,14,81,0.5,28.7,66,1009.6,1.8,102,0,414.152
2021-4-24 12:00,5,9,46,17,114,0.5,29.9,61,1008.8,2,119.5,0.0231609,411.667
2021-4-24 13:00,5,8,42,17,118,0.5,30.7,58,1007.6,1.8,89.5,0.0598124,404.667
2021-4-24 14:00,6,7,34,14,117,0.5,31.4,53,1006.6,2.5,236.8,0.0865106,397.627
2021-4-24 15:00,6,8,44,17,112,0.5,31.2,53,1006,2.2,244.6,0.218233,365.682
2021-4-24 16:00,5,8,51,12,118,0.5,30.4,56,1005.6,2.2,254,0.171784,364.959
2021-4-24 17:00,5,11,43,12,101,0.5,29.6,58,1005.5,3.2,239.2,0.504062,364.322
2021-4-24 18:00,6,15,35,12,76,0.5,28.5,62,1006.2,2.5,247.5,0.572586,364.901
2021-4-24 19:00,5,13,38,17,70,0.5,27.6,66,1007,2.6,239.8,0.115994,367.338
2021-4-24 20:00,5,17,38,19,64,0.5,26.8,71,1007.9,1.6,122.9,0.0922172,364.902
2021-4-24 21:00,5,16,40,14,70,0.5,25.7,77,1008.7,1.9,111.1,0.141533,362.198
2021-4-24 22:00,4,10,33,14,78,0.5,25.4,78,1009.2,1.7,102.9,0.178905,364.972
2021-4-24 23:00,5,9,31,17,75,0.5,25.4,78,1009.4,1.1,97.3,0.138135,367.925
2021-4-25 0:00,5,10,17,12,71,0.4,25.3,78,1009,1,74.5,0.138135,367.925
2021-4-25 1:00,4,12,32,12,63,0.5,25.1,80,1008.7,0.7,67,0.0946383,372.213
2021-4-25 2:00,4,15,27,14,58,0.5,24.9,80,1008.4,0.7,69.1,0.0425759,377.954
2021-4-25 3:00,4,17,33,14,56,0.5,25,81,1008.2,0.9,94.9,0.0556712,384.018
2021-4-25 4:00,4,12,33,12,61,0.5,25,80,1008.3,0.9,90.6,1,434.993
2021-4-25 5:00,4,10,29,19,61,0.5,25.2,81,1008.6,0.8,75.9,0.505626,439.682
2021-4-25 6:00,4,19,33,14,48,0.5,25.3,81,1009.1,0.8,43.5,0.998179,442.47
2021-4-25 7:00,4,26,36,14,46,0.6,25.8,79,1010,1.2,105.7,0.0172751,403.775
2021-4-25 8:00,5,17,29,17,59,0.6,27.1,73,1010.6,1.1,127.7,0.06069,407.127
2021-4-25 9:00,5,17,39,19,69,0.5,27.5,71,1010.9,1.2,97.4,0.134006,407.338
2021-4-25 10:00,5,20,51,17,80,0.6,27.8,70,1010.8,1.2,212.7,0.270883,404.797
2021-4-25 11:00,5,20,46,17,89,0.6,28.2,68,1010.5,1.3,233.3,0.24088,400.544
2021-4-25 12:00,5,15,36,22,90,0.6,28.6,65,1009.9,1.2,242.3,0.380805,400.036
2021-4-25 13:00,4,20,50,17,86,0.5,27.9,72,1009.2,1.6,117.7,0.479329,394.671
2021-4-25 14:00,5,21,59,19,85,0.6,27.9,72,1008.6,1.2,155.4,0.521616,393.682
2021-4-25 15:00,4,31,38,24,76,0.6,28.2,71,1008.3,0.9,77,0.516092,391.651
2021-4-25 16:00,5,41,57,27,67,0.7,27.8,72,1008.2,1.1,21.8,0.409516,390.522
2021-4-25 17:00,4,53,86,27,42,0.7,25.8,86,1008.6,1.8,41.3,0.336671,389.014
2021-4-25 18:00,4,50,30,34,16,0.8,24.7,89,1009.2,1.8,46.7,0.291817,386.364
2021-4-25 19:00,4,47,21,17,14,0.8,24,91,1009.8,1.4,43.2,0.261614,382.312
2021-4-25 20:00,4,54,17,17,2,0.9,23.6,92,1010.7,1.6,54.5,0.203723,381.146
2021-4-25 21:00,4,36,14,14,23,0.8,23.2,94,1011.5,1.8,58.7,0.216132,380.413
2021-4-25 22:00,4,24,10,5,34,0.8,22.8,94,1012,1.7,42.2,0.218194,377.781
2021-4-25 23:00,4,26,9,9,25,0.8,22.6,94,1012.2,1.9,47.1,0.199032,373.556
2021-4-26 0:00,4,23,11,5,26,0.8,22.2,95,1011.8,1.9,46.2,0.21104,377.182
2021-4-26 1:00,4,24,14,24,22,0.8,22.2,95,1011.6,1.8,28,0.21104,377.182
2021-4-26 2:00,4,22,13,7,23,0.8,21.9,95,1011.3,1.9,41.8,0.203884,381.21
2021-4-26 3:00,4,22,9,5,20,0.8,21.8,95,1011,1.8,30.2,0.203184,384.921
2021-4-26 4:00,4,30,16,7,12,0.9,21.7,95,1010.7,1.8,29.9,0.161873,389.047
2021-4-26 5:00,4,31,12,9,11,0.8,21.7,95,1010.9,2,38.8,0.147807,393.718
2021-4-26 6:00,4,37,22,12,7,0.7,21.8,95,1011.4,1.4,1,0.043202,398.6
2021-4-26 7:00,4,36,11,9,14,0.6,22.1,93,1012,1.5,9.6,0.0257381,403.264
2021-4-26 8:00,4,30,16,12,25,0.5,22.6,88,1012.5,1.9,58.5,0,406.548
2021-4-26 9:00,—,39,28,—,—,0.6,22.9,84,1012.8,1.8,67.4,0,410.98
2021-4-26 10:00,4,36,—,—,32,—,23.2,82,1012.7,1.4,68,0.101749,414.892
2021-4-26 11:00,4,—,—,22,33,0.6,23.8,80,1012.5,1.1,65.6,0.173327,412.938
2021-4-26 12:00,4,—,43,22,31,0.6,24,78,1012.4,1.2,59,0.177534,406.303
2021-4-26 13:00,5,37,39,14,42,0.6,24.4,75,1011.5,1.6,93.8,0.170176,400.12
2021-4-26 14:00,5,38,40,19,42,0.6,24.4,74,1011.2,1.1,87.8,0.188417,394.414
2021-4-26 15:00,4,41,45,17,45,0.6,24.3,74,1011.2,1,100.2,0.217769,391.514
2021-4-26 16:00,5,43,46,12,48,0.5,24.3,73,1010.8,1.4,104.9,0.151778,392.583
2021-4-26 17:00,5,51,51,14,36,0.5,24.4,71,1010.6,1.1,104.7,0.116928,386.586
2021-4-26 18:00,5,51,55,14,35,0.5,24.3,72,1011.3,0.7,85.3,0.0870481,384.455
2021-4-26 19:00,5,51,53,17,31,0.5,23.9,75,1012.1,0.9,241.2,0.0690313,381.446
2021-4-26 20:00,4,46,49,22,31,0.5,21.7,87,1012.5,1.1,53.9,0.0271497,377.359
2021-4-26 21:00,4,70,33,14,6,0.5,21.7,89,1012.4,1.2,80.1,0.0154911,374.444
2021-4-26 22:00,4,69,34,22,4,0.6,22,89,1012.5,1.2,43,0.0343238,372.78
2021-4-26 23:00,4,74,38,19,2,0.6,22.1,88,1012.7,1.2,32,0.0498748,372.353
2021-4-27 0:00,4,58,51,24,11,0.5,22.4,86,1013.3,0.6,3.3,0.0537268,371.68
2021-4-27 1:00,4,55,55,27,7,0.5,22.4,86,1012.6,0.7,79.1,0.0517013,373.665
2021-4-27 2:00,4,58,52,19,4,0.6,22.1,88,1011.7,0.8,33.7,0.0517013,373.665
2021-4-27 3:00,4,59,42,27,1,0.6,22,90,1011.4,0.6,43.7,0.0404876,378.975
2021-4-27 4:00,4,59,51,27,0,0.6,22.2,89,1011.6,0.8,38.7,0.0543366,386.152
2021-4-27 5:00,4,57,52,27,0,0.7,22.4,89,1012,0.8,62.8,0.0450693,391.538
2021-4-27 6:00,5,50,58,31,0,0.7,22.5,88,1012.3,0.9,49.9,0.0465201,398.991
2021-4-27 7:00,5,46,54,31,1,0.8,22.4,89,1012.8,0.8,38.4,0.0898804,405.267
2021-4-27 8:00,5,44,40,27,8,0.7,22.4,90,1013.5,1.1,43.6,0.144544,409.16
2021-4-27 9:00,5,45,38,27,15,0.6,22.3,90,1014.1,1.3,58.2,0.0465799,410.373
2021-4-27 10:00,5,44,34,22,18,0.6,22.4,90,1014.2,1.4,66.8,0.0575194,408.743
2021-4-27 11:00,4,46,29,22,22,0.6,22.7,90,1013.9,1.3,62.9,0.0568605,402.972
2021-4-27 12:00,4,52,33,24,18,0.6,23,90,1013.5,0.8,28.5,0.0837238,394.82
2021-4-27 13:00,4,53,35,24,18,0.6,23.1,92,1012.8,0.9,15.5,0.101626,390.372
2021-4-27 14:00,4,56,38,29,20,0.6,23.1,93,1012.2,1.2,53.8,0.0594297,385.488
2021-4-27 15:00,4,55,28,27,17,0.6,23.3,92,1011.7,0.9,55.3,0.57357,388.382
2021-4-27 16:00,4,56,22,19,15,0.5,23,93,1011.4,1,57.8,0.491713,386.091
2021-4-27 17:00,3,57,25,14,13,0.6,23,94,1011.5,0.9,62.8,0.510225,386.096
2021-4-27 18:00,4,66,22,12,4,0.6,23,94,1011.8,1.2,81.2,0.302877,385.029
2021-4-27 19:00,3,59,15,12,6,0.5,22.8,94,1012.4,0.6,64.3,0.275727,383.978
2021-4-27 20:00,4,66,15,9,-1,0.6,22.8,95,1013,0.8,42.3,0.258089,381.715
2021-4-27 21:00,3,63,29,12,1,0.6,22.8,95,1013.5,1,61.9,0.339521,378.122
2021-4-27 22:00,4,63,31,22,-1,0.7,22.9,95,1013.6,0.9,66.5,0.330955,374.571
2021-4-27 23:00,4,61,34,24,0,0.8,22.9,95,1013.4,1.1,59.9,0.397094,377.152
2021-4-28 0:00,4,55,46,24,0,0.7,22.8,96,1013.3,1.1,49.7,0.397094,377.152
2021-4-28 1:00,4,50,51,46,0,0.7,22.8,96,1013.1,0.8,58.3,0.250415,383.941
2021-4-28 2:00,4,48,48,27,0,0.8,22.8,96,1013,0.8,47.7,0.24581,391.105
2021-4-28 3:00,4,45,51,27,-1,0.7,22.8,96,1012.8,0.7,41.9,0.283545,397.761
2021-4-28 4:00,4,41,44,24,0,0.8,22.8,96,1012.8,0.5,61.2,0.191396,403.047
2021-4-28 5:00,4,40,42,27,-1,0.8,22.8,96,1012.8,0.6,51.3,0.0688553,407.352
2021-4-28 6:00,4,39,42,27,0,0.8,22.9,95,1012.9,0.4,54.8,0.0790493,411.335
2021-4-28 7:00,4,40,49,27,0,0.9,23.1,95,1013.4,0.6,356.9,0,413.866
2021-4-28 8:00,5,41,48,31,1,0.8,23.4,94,1014,0.5,21.4,0,417.187
2021-4-28 9:00,5,48,—,36,2,0.8,23.9,91,1014.4,0.6,333.4,0,417.185
2021-4-28 10:00,5,46,—,34,0,1.1,23.5,91,1014.4,1.1,266.5,0.0401261,411.688
2021-4-28 11:00,4,38,—,31,0,1.2,22.6,94,1014.2,1,299.6,0.091444,404.613
2021-4-28 12:00,4,38,—,14,2,1.2,22.4,94,1013.7,1,324.1,0.143107,397.882
2021-4-28 13:00,4,38,12,14,4,1.1,22.3,93,1013.1,1.2,313.1,0.153634,393.619
2021-4-28 14:00,3,38,0,12,3,1,22,94,1012.6,1.4,317.6,0.10782,391.226
2021-4-28 15:00,3,38,—,7,4,1,21.9,94,1012,1.8,336.5,0.104223,389.808
2021-4-28 16:00,3,38,3,2,6,1,22,93,1011.7,1.6,335.1,0.0494592,385.601
2021-4-28 17:00,3,40,13,7,9,1,21.8,93,1011.8,1.7,328.7,0.0271966,383.029
2021-4-28 18:00,4,41,16,14,5,0.9,21.4,93,1012.2,1.3,358.7,0.0221859,382.282
2021-4-28 19:00,3,42,10,9,1,0.9,21.4,92,1012.6,1.2,5.9,0.0211735,381.598
2021-4-28 20:00,3,38,17,7,3,0.9,21.5,88,1013.6,1.4,346.5,0.0199375,381.662
2021-4-28 21:00,3,27,6,5,10,0.8,21.5,84,1014.2,1.6,330,0.0175802,380.713
2021-4-28 22:00,3,26,14,2,11,0.8,21.4,83,1014.5,1.4,339.2,0.0182461,377.655
2021-4-28 23:00,4,29,10,0,6,0.8,21.3,83,1014.4,1.3,332.4,0.0347394,373.33
2021-4-29 0:00,3,33,11,5,2,0.9,21.1,84,1014.1,1.2,328.7,0.0493807,374.243
2021-4-29 1:00,3,32,17,5,2,0.9,20.6,86,1013.6,1.6,330.9,0.0493807,374.243
2021-4-29 2:00,4,27,14,5,6,0.8,20.3,86,1013.4,1.5,326.2,0.0625392,378.204
2021-4-29 3:00,4,26,12,5,9,0.8,20.5,83,1013.2,1.4,339.6,0.05115,382.833
2021-4-29 4:00,4,26,16,-5,10,0.8,20.4,83,1013,1,337.7,0.0196696,389.433
2021-4-29 5:00,4,32,19,—,5,0.8,20.4,82,1012.9,1.4,329.5,0.0241729,397.903
2021-4-29 6:00,4,33,15,5,6,0.8,20.4,80,1013.2,1.5,346,0.0638107,405.925
2021-4-29 7:00,4,29,17,7,14,0.8,20.8,77,1013.8,1.5,354.7,0.0987247,411.733
2021-4-29 8:00,5,23,17,7,34,0.7,21.3,70,1014.2,2.1,1.8,0.108766,417.169
2021-4-29 9:00,5,18,21,5,48,0.7,22.6,64,1014.5,2,352.4,0.0551906,418.341
2021-4-29 10:00,6,19,30,7,58,0.7,24.2,59,1014.3,1.6,0.9,0.0344869,413.789
2021-4-29 11:00,6,18,35,7,78,0.7,25.4,56,1013.8,2,349.7,0.0183966,403.572
2021-4-29 12:00,5,16,38,14,106,0.7,26.5,53,1013.2,1.9,5.6,0.0130022,389.191
2021-4-29 13:00,5,14,46,12,139,0.6,27.1,50,1012.2,1.7,349,0.0090748,382.964
2021-4-29 14:00,5,12,43,14,155,0.6,27.4,48,1011.1,1.5,335.4,0,380.97
2021-4-29 15:00,5,19,46,12,150,0.6,27,50,1010.5,1.3,328.4,0,379.376
2021-4-29 16:00,5,24,52,24,138,0.6,26.8,50,1010.2,1.3,322.4,0,377.63
2021-4-29 17:00,5,30,54,19,122,0.7,26.7,50,1010,0.9,319.3,0,380.584
2021-4-29 18:00,5,41,61,27,103,0.7,26.3,51,1010.2,0.7,290,0,381.629
2021-4-29 19:00,5,68,74,24,61,0.9,24.8,59,1010.4,0.8,233.1,0.0132437,380.074
2021-4-29 20:00,6,99,85,31,23,1.1,23.7,66,1010.7,0.6,220.8,0.0196668,378.055
2021-4-29 21:00,6,111,103,39,7,1.2,23.1,70,1011.2,0.6,214.4,0.0314795,375.886
2021-4-29 22:00,6,104,95,53,9,1.1,23,70,1011.6,0.7,239.3,0.0472381,372.856
2021-4-29 23:00,6,105,102,51,2,1.2,22.4,73,1011.4,0.6,230.7,0.0653746,371.935
2021-4-30 0:00,7,100,92,51,3,1.1,22.1,75,1010.9,0.6,233.9,0.101997,371.966
2021-4-30 1:00,7,87,84,46,4,1,21.9,75,1010.8,0.5,234.3,0.125752,373.951
2021-4-30 2:00,6,74,74,48,4,0.9,21.3,78,1010.5,0.3,240.1,0.125752,373.951
2021-4-30 3:00,6,78,66,39,1,1,21,80,1010.4,0.3,240.8,0.126198,380.279
2021-4-30 4:00,6,79,76,46,1,1,20.8,82,1010.7,0.4,250.9,0.10602,387.098
2021-4-30 5:00,7,76,76,44,2,1.1,20.7,84,1010.8,0.4,240.5,0.140696,392.293
2021-4-30 6:00,7,74,64,44,3,1.1,20.9,84,1011.2,0.4,245.9,0.239656,400.64
2021-4-30 7:00,13,83,68,48,12,1.2,23.3,74,1012,0.3,200.6,0.494783,407.644
2021-4-30 8:00,17,89,76,56,29,1.2,25.3,65,1012.3,0.6,28.5,0.652504,412.671
2021-4-30 9:00,17,75,89,51,70,1.1,25.9,62,1012.4,1,43.7,0.578546,412.255
2021-4-30 10:00,17,66,78,46,112,1,27.3,58,1012.2,1,28.7,0.684629,409.13
2021-4-30 11:00,14,59,95,46,167,0.9,28,54,1011.9,1.3,67.9,0.660805,403.01
2021-4-30 12:00,13,48,96,46,241,1,29.6,49,1011.1,1,203.9,0.464136,396.985
2021-4-30 13:00,13,39,107,58,305,0.9,30.1,48,1010.4,1.2,24.1,0.352489,390.836
2021-4-30 14:00,13,37,101,68,368,0.9,30.6,47,1009.5,1.2,104,0.355586,389.347
2021-4-30 15:00,14,39,114,70,405,0.9,31.1,45,1008.9,1.2,207.1,0.341142,393.616
2021-4-30 16:00,14,42,118,78,387,0.9,30.9,46,1008.3,1.1,117.2,0.243197,392.378
2021-4-30 17:00,8,49,97,78,291,0.9,30,49,1008.2,1.4,95.8,0.16899,391.24
2021-4-30 18:00,6,43,81,56,208,0.9,28.9,58,1008.5,1.4,102.8,0.0951362,390.446
2021-4-30 19:00,6,37,69,41,159,1,27.8,65,1009,1.9,242.2,0.104727,386.689
2021-4-30 20:00,6,38,53,36,103,1,26.8,69,1009.5,1,296.9,0.259404,383.261
2021-4-30 21:00,6,34,47,31,83,1,26.1,73,1010.1,1.3,269.2,0.154117,380.749
2021-4-30 22:00,6,30,43,22,75,1,25.6,75,1010.6,0.8,326.7,0.119778,380.857
2021-4-30 23:00,6,32,52,27,66,1,25.2,77,1010.6,0.8,287.7,0.0931121,384.763
2021-5-1 0:00,6,21,39,29,98,1,25.1,76,1010.4,1,234.3,0.0931121,384.763
2021-5-1 1:00,5,28,52,24,68,1,24.6,80,1010.2,0.5,302.3,0.0387395,389.118
2021-5-1 2:00,5,26,45,27,60,1,24.3,83,1009.7,0.4,304.9,0.0666671,392.828
2021-5-1 3:00,5,31,39,29,52,0.9,24.2,84,1009.5,0.3,273,0.0501258,397.561
2021-5-1 4:00,5,35,40,36,47,0.8,24.1,85,1009.7,0.4,260,0.0845139,404.094
2021-5-1 5:00,6,34,45,36,55,0.8,24,85,1009.9,0.5,277.4,0,407.718
2021-5-1 6:00,5,31,39,41,64,0.8,23.8,85,1010.3,0.4,289.9,0,413.16
2021-5-1 7:00,6,31,35,39,93,0.9,24.5,80,1011,0.5,264.6,0.0638267,418.29
2021-5-1 8:00,6,25,41,44,128,0.9,26,73,1011.6,1,236.3,0.145126,422.884
2021-5-1 9:00,9,24,40,39,142,0.9,27.9,65,1011.7,0.8,225.3,0.155245,417.797
2021-5-1 10:00,10,20,64,39,156,0.9,29.2,62,1011.7,1.1,250.3,0.154957,409.525
2021-5-1 11:00,8,15,76,41,181,0.9,30,60,1011.4,0.9,300.4,0.1058,396.433
2021-5-1 12:00,7,12,117,39,187,0.8,30.5,58,1010.7,0.9,342.5,0.0639522,388.555
2021-5-1 13:00,3,27,25,27,51,0.7,25.5,93,1010.1,0.8,20.4,0.0273375,384.472
2021-5-2 19:00,3,24,14,17,36,0.7,24.8,92,1010.9,0.9,53.4,0.0160516,386.87
2021-5-2 20:00,3,25,10,14,38,0.6,24.4,92,1011.5,1.3,74.4,0.0217783,390.225
2021-5-2 21:00,3,15,12,14,79,0.6,23.7,93,1012.4,1.8,73.4,0.0257835,384.036
2021-5-2 22:00,3,12,25,14,108,0.6,22.9,94,1012.8,1.7,70.4,0.0195144,379.643
2021-5-2 23:00,3,14,17,27,95,0.6,21.4,94,1012.8,2.1,63.1,0.0262779,379.646
2021-5-3 0:00,4,13,19,19,89,0.5,20.8,95,1012.5,2,74,0.0108479,378.943
2021-5-3 1:00,3,12,20,17,83,0.5,20.7,95,1011.7,2.5,85.7,0,380.218
